Sample	Species	Reference	Total_Reads	Mapped_Reads	Percent_Mapped	Mean_Depth	Breadth_1x	Breadth_5x	Breadth_10x	Mean_MapQ	Genome_Size
PBT038_SA_20220205_L1	PBT	thunnus_thynnus_ref	8447561	8447561	100.00	0.64	41.16	0.39	0.00	36.58	799047066
PBT120_NZ_20240427_L1	PBT	thunnus_thynnus_ref	45672	45672	100.00	0.00	0.40	0.00	0.00	37.51	799047066
PBT121_NZ_20240423_L1	PBT	thunnus_thynnus_ref	3106914	3106914	100.00	0.30	23.86	0.08	0.00	37.62	799047066
PBT122_NZ_20240423_L1	PBT	thunnus_thynnus_ref	512278	512278	100.00	0.05	4.77	0.00	0.00	37.94	799047066
PBT123_NZ_20240521_L1	PBT	thunnus_thynnus_ref	350463	350463	100.00	0.03	2.52	0.00	0.00	37.62	799047066
PBT124_NZ_20240521_L1	PBT	thunnus_thynnus_ref	1744788	1744788	100.00	0.16	13.51	0.01	0.00	37.90	799047066
PBT125_NZ_20240521_L1	PBT	thunnus_thynnus_ref	4742	4742	100.00	0.00	0.00	0.00	0.00	35.84	0
PBT126_NZ_20240521_L1	PBT	thunnus_thynnus_ref	27867	27867	100.00	0.00	0.27	0.00	0.00	37.64	799047066
PBT127_NZ_20240521_L1	PBT	thunnus_thynnus_ref	260063	260063	100.00	0.02	2.17	0.00	0.00	37.86	799047066
PBT138_NZ_20240521_L2	PBT	thunnus_thynnus_ref	11837	11837	100.00	0.00	0.12	0.00	0.00	37.50	799047066
PBT520_SA_20220211_L1	PBT	thunnus_thynnus_ref	3650453	3650453	100.00	0.28	22.11	0.02	0.00	37.27	799047066
PBT521_SA_20230211_L1	PBT	thunnus_thynnus_ref	386329	386329	100.00	0.03	2.79	0.00	0.00	38.07	799047066
PBT522_SA_20210211_L1	PBT	thunnus_thynnus_ref	5664415	5664415	100.00	0.40	29.70	0.08	0.00	36.64	799047066
PBT820_SA_20240210_L2	PBT	thunnus_thynnus_ref	43248	43248	100.00	0.00	0.40	0.00	0.00	37.81	799047066
SBFT_UM_SEFSC_R2201ET0001	SBF	thunnus_thynnus_ref	852846	852846	100.00	0.11	10.54	0.00	0.00	39.51	799047066
SBFT_UM_SEFSC_R2201ET0002	SBF	thunnus_thynnus_ref	948507	948507	100.00	0.13	10.27	0.01	0.00	32.73	799047066
SBFT_UM_SEFSC_R2201ET0003	SBF	thunnus_thynnus_ref	2170441	2170441	100.00	0.25	20.83	0.01	0.00	39.77	799047066
SBFT_UM_SEFSC_R2201ET0005	SBF	thunnus_thynnus_ref	1887721	1887721	100.00	0.22	18.56	0.01	0.00	39.92	799047066
SBFT_UM_SEFSC_R2201ET0007	SBF	thunnus_thynnus_ref	3185542	3185542	100.00	0.39	29.05	0.07	0.00	39.84	799047066
SBFT_UM_SEFSC_R2201ET0009	SBF	thunnus_thynnus_ref	911112	911112	100.00	0.11	10.06	0.00	0.00	39.69	799047066
SBFT_UM_SEFSC_R2201ET0010	SBF	thunnus_thynnus_ref	143695	143695	100.00	0.02	1.78	0.00	0.00	39.61	799047066
SBFT_UM_SEFSC_R2201ET0013	SBF	thunnus_thynnus_ref	798619	798619	100.00	0.10	9.14	0.00	0.00	39.76	799047066
SBFT_UM_SEFSC_R2201ET0015	SBF	thunnus_thynnus_ref	435701	435701	100.00	0.06	5.45	0.00	0.00	39.72	799047066
SBFT_UM_SEFSC_R2201ET0016	SBF	thunnus_thynnus_ref	2706039	2706039	100.00	0.34	26.09	0.05	0.00	39.89	799047066
SBFT_UM_SEFSC_R2201ET0017	SBF	thunnus_thynnus_ref	2870067	2870067	100.00	0.38	29.02	0.06	0.00	39.68	799047066
SBFT_UM_SEFSC_R2201ET0018	SBF	thunnus_thynnus_ref	123669	123669	100.00	0.02	1.49	0.00	0.00	39.64	799047066
SBFT_UM_SEFSC_R2201ET0019	SBF	thunnus_thynnus_ref	404405	404405	100.00	0.05	4.72	0.00	0.00	39.76	799047066
SBT001_NZ_20240521_L2	SBT	thunnus_thynnus_ref	263482	263482	100.00	0.03	2.94	0.00	0.00	38.12	799047066
SBT002_NZ_20240521_L2	SBT	thunnus_thynnus_ref	319761	319761	100.00	0.03	3.24	0.00	0.00	38.24	799047066
SBT003_NZ_20240521_L2	SBT	thunnus_thynnus_ref	26870	26870	100.00	0.00	0.29	0.00	0.00	36.00	799047066
SBT004_NZ_20240521_L2	SBT	thunnus_thynnus_ref	24512944	24512944	100.00	2.55	81.17	16.73	0.27	36.69	799047066
SBT005_NZ_20240521_L2	SBT	thunnus_thynnus_ref	1953532	1953532	100.00	0.21	18.30	0.00	0.00	38.59	799047066
SBT006_NZ_20240521_L2	SBT	thunnus_thynnus_ref	14320710	14320710	100.00	1.59	71.42	4.80	0.03	37.73	799047066
SBT007_NZ_20240521_L2	SBT	thunnus_thynnus_ref	5786629	5786629	100.00	0.62	41.95	0.24	0.00	37.93	799047066
SBT008_NZ_20240521_L2	SBT	thunnus_thynnus_ref	6208759	6208759	100.00	0.72	47.26	0.39	0.05	37.21	799047066
SBT011_NZ_20240521_L1	SBT	thunnus_thynnus_ref	6598765	6598765	100.00	0.58	39.51	0.23	0.00	36.45	799047066
SBT012_NZ_20240521_L1	SBT	thunnus_thynnus_ref	1105679	1105679	100.00	0.10	8.51	0.00	0.00	37.84	799047066
SBT025_NZ_20240520_L1	SBT	thunnus_thynnus_ref	191400	191400	100.00	0.02	1.73	0.00	0.00	36.02	799047066
SBT026_NZ_20240520_L1	SBT	thunnus_thynnus_ref	426929	426929	100.00	0.04	3.71	0.00	0.00	37.18	799047066
SBT027_NZ_20240520_L1	SBT	thunnus_thynnus_ref	10350	10350	100.00	0.00	0.11	0.00	0.00	36.96	799047066
SBT028_NZ_20240520_L1	SBT	thunnus_thynnus_ref	37419	37419	100.00	0.00	0.37	0.00	0.00	35.90	799047066
SBT029_NZ_20240520_L2	SBT	thunnus_thynnus_ref	1463141	1463141	100.00	0.15	13.33	0.00	0.00	38.27	799047066
SBT030_NZ_20240520_L2	SBT	thunnus_thynnus_ref	459915	459915	100.00	0.05	4.51	0.00	0.00	38.38	799047066
SBT031_NZ_20240520_L1	SBT	thunnus_thynnus_ref	838751	838751	100.00	0.08	7.19	0.00	0.00	37.83	799047066
SBT032_NZ_20240520_L1	SBT	thunnus_thynnus_ref	69996	69996	100.00	0.01	0.68	0.00	0.00	35.93	799047066
SBT033_NZ_20240520_L2	SBT	thunnus_thynnus_ref	53781	53781	100.00	0.00	0.46	0.00	0.00	37.46	799047066
SBT034_NZ_20240520_L2	SBT	thunnus_thynnus_ref	652731	652731	100.00	0.06	5.29	0.00	0.00	37.81	799047066
SBT117_NZ_20240521_L1	SBT	thunnus_thynnus_ref	2096123	2096123	100.00	0.21	18.12	0.00	0.00	37.45	799047066
SBT131_NZ_20240521_L1	SBT	thunnus_thynnus_ref	70561	70561	100.00	0.01	0.57	0.00	0.00	36.83	799047066
SBT132_NZ_20240521_L1	SBT	thunnus_thynnus_ref	1791653	1791653	100.00	0.19	16.61	0.00	0.00	37.31	799047066
SBT133_NZ_20240521_L1	SBT	thunnus_thynnus_ref	1718360	1718360	100.00	0.16	14.56	0.00	0.00	37.63	799047066
SBT134_NZ_20240521_L1	SBT	thunnus_thynnus_ref	4595149	4595149	100.00	0.40	29.51	0.11	0.00	36.91	799047066
SBT135_NZ_20240521_L1	SBT	thunnus_thynnus_ref	3314811	3314811	100.00	0.30	23.47	0.07	0.00	37.39	799047066
SBT136_NZ_20240521_L1	SBT	thunnus_thynnus_ref	225650	225650	100.00	0.02	1.78	0.00	0.00	37.22	799047066
SBT152_NZ_20240520_L2	SBT	thunnus_thynnus_ref	8674733	8674733	100.00	0.95	55.96	0.86	0.00	37.21	799047066
SBT154_NZ_20240520_L2	SBT	thunnus_thynnus_ref	8451836	8451836	100.00	0.76	47.51	0.52	0.00	37.28	799047066
SBT155_NZ_20240520_L2	SBT	thunnus_thynnus_ref	3999949	3999949	100.00	0.43	29.62	0.26	0.00	38.12	799047066
SBT158_NZ_20240520_L2	SBT	thunnus_thynnus_ref	5768556	5768556	100.00	0.65	42.73	0.43	0.00	37.38	799047066
SBT523_SA_20230211_L1	SBT	thunnus_thynnus_ref	3655319	3655319	100.00	0.33	26.18	0.03	0.00	37.70	799047066
SBT524_SA_20230211_L1	SBT	thunnus_thynnus_ref	161422	161422	100.00	0.02	1.58	0.00	0.00	35.88	799047066
SBT821_SA_20240210_L2	SBT	thunnus_thynnus_ref	8453106	8453106	100.00	0.98	58.38	0.73	0.00	38.40	799047066
SKJ002_IO_20230425_L2	SKJ	thunnus_thynnus_ref	506146	506146	100.00	0.06	5.35	0.01	0.00	35.16	799047066
SKJ003_IO_20230425_L2	SKJ	thunnus_thynnus_ref	23776	23776	100.00	0.00	0.21	0.00	0.00	33.40	799047066
SKJ004_IO_20230425_L2	SKJ	thunnus_thynnus_ref	955967	955967	100.00	0.11	8.28	0.16	0.02	32.88	799047066
SKJ005_IO_20230425_L2	SKJ	thunnus_thynnus_ref	61325	61325	100.00	0.01	0.68	0.00	0.00	35.35	799047066
SKJ006_IO_20230425_L2	SKJ	thunnus_thynnus_ref	66480	66480	100.00	0.01	0.64	0.00	0.00	33.14	799047066
SKJ007_IO_20230425_L2	SKJ	thunnus_thynnus_ref	171978	171978	100.00	0.02	1.75	0.01	0.00	33.42	799047066
SKJ008_IO_20230425_L2	SKJ	thunnus_thynnus_ref	41542	41542	100.00	0.00	0.40	0.00	0.00	33.17	799047066
SKJ009_IO_20230425_L2	SKJ	thunnus_thynnus_ref	244232	244232	100.00	0.02	2.12	0.00	0.00	33.89	799047066
SKJ023_IO_20230306_L1	SKJ	thunnus_thynnus_ref	489234	489234	100.00	0.04	3.84	0.00	0.00	32.53	799047066
SKJ028_IO_20230306_L1	SKJ	thunnus_thynnus_ref	64014	64014	100.00	0.01	0.60	0.00	0.00	32.06	799047066
SKJ029_IO_20230306_L1	SKJ	thunnus_thynnus_ref	147236	147236	100.00	0.02	1.49	0.00	0.00	32.27	799047066
SKJ030_IO_20230425_L2	SKJ	thunnus_thynnus_ref	771742	771742	100.00	0.08	5.96	0.16	0.02	32.66	799047066
SKJ034_IO_20230425_L2	SKJ	thunnus_thynnus_ref	864558	864558	100.00	0.09	7.18	0.08	0.01	32.85	799047066
SKJ035_IO_20230425_L2	SKJ	thunnus_thynnus_ref	14574	14574	100.00	0.00	0.16	0.00	0.00	34.41	799047066
SKJ045_IO_20230306_L2	SKJ	thunnus_thynnus_ref	6287463	6287463	100.00	0.60	24.82	2.96	0.06	32.22	799047066
SKJ051_IO_20230307_L2	SKJ	thunnus_thynnus_ref	468982	468982	100.00	0.05	4.46	0.00	0.00	38.63	799047066
SKJ054_IO_20230307_L1	SKJ	thunnus_thynnus_ref	1095942	1095942	100.00	0.10	7.86	0.01	0.00	32.81	799047066
SKJ061_FL_20230329_L2	SKJ	thunnus_thynnus_ref	666845	666845	100.00	0.05	4.62	0.00	0.00	33.52	799047066
SKJ071_FL_20230329_L2	SKJ	thunnus_thynnus_ref	8800	8800	100.00	0.00	0.08	0.00	0.00	34.06	799047066
SKJ074_FL_20230329_L2	SKJ	thunnus_thynnus_ref	15714	15714	100.00	0.00	0.17	0.00	0.00	35.30	799047066
SKJ086_FL_20230329_L2	SKJ	thunnus_thynnus_ref	13882	13882	100.00	0.00	0.15	0.00	0.00	34.72	799047066
SKJ087_FL_20230329_L2	SKJ	thunnus_thynnus_ref	509215	509215	100.00	0.05	4.66	0.01	0.00	33.29	799047066
SKJ096_IO_20230414_L2	SKJ	thunnus_thynnus_ref	4106348	4106348	100.00	0.35	15.21	1.55	0.53	33.38	799047066
SKJ097_IO_20230414_L2	SKJ	thunnus_thynnus_ref	2732206	2732206	100.00	0.27	15.64	0.62	0.07	32.63	799047066
SKJ099_IO_20230414_L2	SKJ	thunnus_thynnus_ref	3772888	3772888	100.00	0.38	17.97	1.65	0.11	32.77	799047066
SKJ101_IO_20230306_L1	SKJ	thunnus_thynnus_ref	2750	2750	100.00	0.00	0.03	0.00	0.00	32.84	799047066
SKJ102_IO_20230414_L2	SKJ	thunnus_thynnus_ref	4968742	4968742	100.00	0.46	22.00	1.54	0.01	32.82	799047066
SKJ156_NZ_20240520_L2	SKJ	thunnus_thynnus_ref	47576	47576	100.00	0.00	0.49	0.00	0.00	38.31	799047066
SKJ212_IO_20230602_L2	SKJ	thunnus_thynnus_ref	47280	47280	100.00	0.01	0.54	0.00	0.00	37.39	799047066
SKJ221_IO_20230506_L1	SKJ	thunnus_thynnus_ref	1243871	1243871	100.00	0.10	8.48	0.01	0.00	33.26	799047066
SKJ222_IO_20230506_L1	SKJ	thunnus_thynnus_ref	116482	116482	100.00	0.01	1.03	0.00	0.00	32.44	799047066
SKJ227_IO_20230409_L1	SKJ	thunnus_thynnus_ref	250863	250863	100.00	0.02	2.15	0.00	0.00	32.85	799047066
SKJ228_IO_20230409_L1	SKJ	thunnus_thynnus_ref	985735	985735	100.00	0.08	6.63	0.01	0.00	32.88	799047066
YFT001_NC_22020603_L1	YFT	thunnus_thynnus_ref	147458	147458	100.00	0.01	1.25	0.00	0.00	36.63	799047066
YFT002_NC_20220603_L1	YFT	thunnus_thynnus_ref	1727246	1727246	100.00	0.16	14.39	0.00	0.00	37.21	799047066
YFT002_PA_20240809_L1	YFT	thunnus_thynnus_ref	177738	177738	100.00	0.02	1.60	0.00	0.00	36.77	799047066
YFT003_NC_20220603_L1	YFT	thunnus_thynnus_ref	475523	475523	100.00	0.04	3.83	0.00	0.00	37.22	799047066
YFT004_NC_20220603_L1	YFT	thunnus_thynnus_ref	706622	706622	100.00	0.05	4.62	0.00	0.00	37.41	799047066
YFT005_NC_20220603_L1	YFT	thunnus_thynnus_ref	2372308	2372308	100.00	0.19	16.23	0.03	0.00	37.27	799047066
YFT006_NC_20220603_L1	YFT	thunnus_thynnus_ref	3289392	3289392	100.00	0.26	20.22	0.07	0.00	37.57	799047066
YFT007_NC_20220615_L2	YFT	thunnus_thynnus_ref	3624094	3624094	100.00	0.34	25.24	0.34	0.08	37.82	799047066
YFT008_NC_20220615_L2	YFT	thunnus_thynnus_ref	1949227	1949227	100.00	0.18	15.32	0.01	0.00	38.82	799047066
YFT010_VA_20250621_L1	YFT	thunnus_thynnus_ref	1213376	1213376	100.00	0.10	9.11	0.00	0.00	37.52	799047066
YFT011_VA_20250621_L1	YFT	thunnus_thynnus_ref	4109	4109	100.00	0.00	0.04	0.00	0.00	36.00	799047066
YFT012_VA_20220615_L2	YFT	thunnus_thynnus_ref	1487669	1487669	100.00	0.15	9.88	0.47	0.09	35.47	799047066
YFT012_VA_20250621_L1	YFT	thunnus_thynnus_ref	1438430	1438430	100.00	0.12	11.38	0.00	0.00	36.98	799047066
YFT013_VA_20220615_L2	YFT	thunnus_thynnus_ref	2310943	2310943	100.00	0.21	11.95	0.80	0.24	36.04	799047066
YFT014_VA_20220615_L2	YFT	thunnus_thynnus_ref	2794861	2794861	100.00	0.26	15.09	0.83	0.27	36.21	799047066
YFT017_VA_20250621_L1	YFT	thunnus_thynnus_ref	117718	117718	100.00	0.01	1.09	0.00	0.00	35.99	799047066
YFT021_VA_20250621_L1	YFT	thunnus_thynnus_ref	2677625	2677625	100.00	0.22	18.57	0.00	0.00	37.39	799047066
YFT022_VA_20250621_L1	YFT	thunnus_thynnus_ref	5024	5024	100.00	0.00	0.05	0.00	0.00	35.91	799047066
YFT028_VA_20250621_L1	YFT	thunnus_thynnus_ref	429470	429470	100.00	0.04	3.78	0.00	0.00	36.82	799047066
YFT039_PA_20220531_L1	YFT	thunnus_thynnus_ref	2270499	2270499	100.00	0.22	18.42	0.00	0.00	37.31	799047066
YFT040_PA_20220531_L1	YFT	thunnus_thynnus_ref	85721	85721	100.00	0.01	0.68	0.00	0.00	37.25	799047066
YFT041_PA_20220531_L1	YFT	thunnus_thynnus_ref	2563944	2563944	100.00	0.23	17.73	0.13	0.00	37.27	799047066
YFT042_PA_20220531_L1	YFT	thunnus_thynnus_ref	215580	215580	100.00	0.02	1.50	0.00	0.00	37.47	799047066
YFT043_PA_20220601_L1	YFT	thunnus_thynnus_ref	1350279	1350279	100.00	0.10	9.52	0.00	0.00	37.10	799047066
YFT044_PA_20220531_L1	YFT	thunnus_thynnus_ref	504033	504033	100.00	0.04	3.83	0.00	0.00	36.74	799047066
YFT045_PA_20220601_L1	YFT	thunnus_thynnus_ref	329767	329767	100.00	0.03	2.74	0.00	0.00	36.85	799047066
YFT053_IO_20230328_L1	YFT	thunnus_thynnus_ref	78035	78035	100.00	0.01	0.59	0.00	0.00	37.01	799047066
YFT094_IO_20230730_L1	YFT	thunnus_thynnus_ref	1491890	1491890	100.00	0.13	12.27	0.00	0.00	36.99	799047066
YFT188_HI_20220308_L2	YFT	thunnus_thynnus_ref	7444870	7444870	100.00	0.68	44.85	0.34	0.00	37.00	799047066
YFT309_IO_20231008_L1	YFT	thunnus_thynnus_ref	5211860	5211860	100.00	0.43	31.32	0.10	0.00	36.34	799047066
YFT_HLA_HI_204	YFT	thunnus_thynnus_ref	1446696	1446696	100.00	0.17	15.10	0.00	0.00	39.43	799047066
YFT_HLA_HI_205	YFT	thunnus_thynnus_ref	1306974	1306974	100.00	0.16	14.18	0.00	0.00	39.67	799047066
YFT_HLA_HI_212	YFT	thunnus_thynnus_ref	85446	85446	100.00	0.01	1.07	0.00	0.00	39.33	799047066
YFT_HLA_HI_213	YFT	thunnus_thynnus_ref	522679	522679	100.00	0.06	5.74	0.00	0.00	39.40	799047066
YFT_HLA_HI_223	YFT	thunnus_thynnus_ref	3950	3950	100.00	0.00	0.05	0.00	0.00	39.24	799047066
YFT_NC_21_002	YFT	thunnus_thynnus_ref	505929	505929	100.00	0.06	6.00	0.00	0.00	39.39	799047066
YFT_OIFC_NC_47	YFT	thunnus_thynnus_ref	62368	62368	100.00	0.01	0.76	0.00	0.00	39.32	799047066
YFT_OIFC_NC_48	YFT	thunnus_thynnus_ref	1819691	1819691	100.00	0.23	19.10	0.01	0.00	39.62	799047066
YFT_OIFC_NC_49	YFT	thunnus_thynnus_ref	303233	303233	100.00	0.04	3.46	0.00	0.00	39.44	799047066
YFT_TNC_Palm_35	YFT	thunnus_thynnus_ref	1474372	1474372	100.00	0.20	16.88	0.00	0.00	39.54	799047066
YFT_TNC_Palm_36	YFT	thunnus_thynnus_ref	234508	234508	100.00	0.03	2.89	0.00	0.00	39.48	799047066
YFT_TNC_Palm_37	YFT	thunnus_thynnus_ref	119487	119487	100.00	0.01	1.37	0.00	0.00	39.46	799047066
YFT_TNC_Palm_38	YFT	thunnus_thynnus_ref	2026903	2026903	100.00	0.24	19.66	0.02	0.00	39.76	799047066
YFT_WCPFC_FJ_35	YFT	thunnus_thynnus_ref	2112801	2112801	100.00	0.25	20.45	0.03	0.00	39.69	799047066
YFT_WCPFC_FJ_37	YFT	thunnus_thynnus_ref	2792231	2792231	100.00	0.34	24.10	0.25	0.00	39.63	799047066
YFT_WCPFC_FJ_38	YFT	thunnus_thynnus_ref	623338	623338	100.00	0.08	7.05	0.00	0.00	39.37	799047066
YFT_WCPFC_FJ_42	YFT	thunnus_thynnus_ref	2547814	2547814	100.00	0.31	24.39	0.03	0.00	39.59	799047066
YFT_WCPFC_NC_24	YFT	thunnus_thynnus_ref	692792	692792	100.00	0.08	7.58	0.00	0.00	39.48	799047066
YFT_WCPFC_NC_26	YFT	thunnus_thynnus_ref	418277	418277	100.00	0.05	5.19	0.00	0.00	39.47	799047066
YFT_WCPFC_NC_30	YFT	thunnus_thynnus_ref	451663	451663	100.00	0.06	5.27	0.00	0.00	39.51	799047066
YFT_WCPFC_NC_49	YFT	thunnus_thynnus_ref	671662	671662	100.00	0.09	7.86	0.00	0.00	39.46	799047066
ALB046_FJ_20170823_L1	ALB	katsuwonus_pelamis_ref	12932	12932	100.00	0.00	0.10	0.00	0.00	32.34	827877945
ALB105_NA_20201125_L2	ALB	katsuwonus_pelamis_ref	240839	240839	100.00	0.02	1.97	0.01	0.00	32.81	827877945
ALB134_IO_20230430_L2	ALB	katsuwonus_pelamis_ref	11594	11594	100.00	0.00	0.10	0.00	0.00	32.88	827877945
ALB135_IO_20230523_L2	ALB	katsuwonus_pelamis_ref	10850	10850	100.00	0.00	0.11	0.00	0.00	33.03	827877945
ALB192_HI_20220323_L2	ALB	katsuwonus_pelamis_ref	124192	124192	100.00	0.01	0.91	0.00	0.00	32.84	827877945
ALB193_HI_20220419_L2	ALB	katsuwonus_pelamis_ref	20938	20938	100.00	0.00	0.20	0.00	0.00	33.89	827877945
ALB209_HI_20220419_L2	ALB	katsuwonus_pelamis_ref	5267	5267	100.00	0.00	0.05	0.00	0.00	33.37	827877945
ALB225_HI_20220401_L2	ALB	katsuwonus_pelamis_ref	15026	15026	100.00	0.00	0.10	0.00	0.00	33.31	827877945
ALB255_HI_20220408_L2	ALB	katsuwonus_pelamis_ref	19295	19295	100.00	0.00	0.21	0.00	0.00	34.29	827877945
ALB256_HI_20220408_L2	ALB	katsuwonus_pelamis_ref	4422	4422	100.00	0.00	0.05	0.00	0.00	33.67	827877945
ALB265_HI_20220411_L2	ALB	katsuwonus_pelamis_ref	18211	18211	100.00	0.00	0.18	0.00	0.00	33.97	827877945
ALB551_HI_20220415_L2	ALB	katsuwonus_pelamis_ref	29349	29349	100.00	0.00	0.24	0.00	0.00	32.34	827877945
ALB554_HI_20220415_L2	ALB	katsuwonus_pelamis_ref	10394	10394	100.00	0.00	0.09	0.00	0.00	32.45	827877945
ALB555_HI_20220415_L2	ALB	katsuwonus_pelamis_ref	8020	8020	100.00	0.00	0.08	0.00	0.00	33.84	827877945
ALB558_HI_20220415_L2	ALB	katsuwonus_pelamis_ref	24434	24434	100.00	0.00	0.20	0.00	0.00	33.05	827877945
ALB_HLA_HI_214	ALB	katsuwonus_pelamis_ref	288531	288531	100.00	0.03	2.96	0.00	0.00	33.00	827877945
ALB_HLA_HI_219	ALB	katsuwonus_pelamis_ref	563922	563922	100.00	0.07	6.17	0.00	0.00	32.42	827877945
ALB_HLA_HI_265	ALB	katsuwonus_pelamis_ref	677706	677706	100.00	0.08	6.84	0.00	0.00	32.40	827877945
ALB_HLA_HI_549	ALB	katsuwonus_pelamis_ref	207558	207558	100.00	0.02	2.10	0.00	0.00	33.19	827877945
ALB_HLA_HI_550	ALB	katsuwonus_pelamis_ref	48913	48913	100.00	0.01	0.55	0.00	0.00	32.94	827877945
ALB_HLA_HI_552	ALB	katsuwonus_pelamis_ref	17281	17281	100.00	0.00	0.20	0.00	0.00	33.60	827877945
ALB_WCPFC_FJ_36	ALB	katsuwonus_pelamis_ref	6575	6575	100.00	0.00	0.08	0.00	0.00	32.19	827877945
ALB_WCPFC_NC_54	ALB	katsuwonus_pelamis_ref	136668	136668	100.00	0.02	1.56	0.00	0.00	32.82	827877945
ALB_WCPFC_NC_55	ALB	katsuwonus_pelamis_ref	360741	360741	100.00	0.05	4.15	0.00	0.00	32.29	827877945
ALB_WCPFC_NC_67	ALB	katsuwonus_pelamis_ref	75878	75878	100.00	0.01	0.86	0.00	0.00	32.89	827877945
ALB_WCPFC_NC_72	ALB	katsuwonus_pelamis_ref	274059	274059	100.00	0.04	3.25	0.00	0.00	32.42	827877945
ALB_WCPFC_NC_74	ALB	katsuwonus_pelamis_ref	381288	381288	100.00	0.05	4.01	0.00	0.00	32.83	827877945
ALB_WCPFC_NC_81	ALB	katsuwonus_pelamis_ref	147001	147001	100.00	0.02	1.49	0.00	0.00	33.43	827877945
ALB_WCPFC_NC_84	ALB	katsuwonus_pelamis_ref	268382	268382	100.00	0.03	3.04	0.00	0.00	32.62	827877945
BE211_HI_20220330_L2	BE2	katsuwonus_pelamis_ref	189839	189839	100.00	0.02	1.82	0.00	0.00	32.84	827877945
BET009_PA_20240811_L1	BET	katsuwonus_pelamis_ref	149375	149375	100.00	0.01	1.17	0.00	0.00	32.35	827877945
BET077_IO_20230311_L1	BET	katsuwonus_pelamis_ref	39006	39006	100.00	0.00	0.35	0.00	0.00	31.82	827877945
BET078_IO_20230311_L1	BET	katsuwonus_pelamis_ref	38120	38120	100.00	0.00	0.32	0.00	0.00	32.46	827877945
BET079_IO_20230315_L1	BET	katsuwonus_pelamis_ref	73996	73996	100.00	0.01	0.62	0.00	0.00	32.26	827877945
BET080_IO_20230315_L1	BET	katsuwonus_pelamis_ref	86533	86533	100.00	0.01	0.73	0.00	0.00	32.25	827877945
BET081_IO_20230315_L1	BET	katsuwonus_pelamis_ref	756823	756823	100.00	0.06	4.80	0.00	0.00	32.53	827877945
BET082_IO_20230316_L1	BET	katsuwonus_pelamis_ref	83722	83722	100.00	0.01	0.62	0.00	0.00	32.18	827877945
BET083_IO_20230316_L1	BET	katsuwonus_pelamis_ref	263718	263718	100.00	0.02	2.24	0.00	0.00	32.24	827877945
BET084_IO_20230316_L1	BET	katsuwonus_pelamis_ref	64000	64000	100.00	0.00	0.49	0.00	0.00	32.48	827877945
BET112_IO_20230423_L1	BET	katsuwonus_pelamis_ref	41339	41339	100.00	0.00	0.34	0.00	0.00	32.05	827877945
BET113_IO_20230425_L1	BET	katsuwonus_pelamis_ref	21316	21316	100.00	0.00	0.16	0.00	0.00	32.42	827877945
BET114_IO_20230425_L1	BET	katsuwonus_pelamis_ref	32131	32131	100.00	0.00	0.20	0.00	0.00	33.11	827877945
BET115_IO_20230425_L1	BET	katsuwonus_pelamis_ref	1282418	1282418	100.00	0.11	8.63	0.01	0.00	31.73	827877945
BET116_IO_20230425_L1	BET	katsuwonus_pelamis_ref	1059041	1059041	100.00	0.08	6.59	0.00	0.00	32.28	827877945
BET117_IO_20230425_L1	BET	katsuwonus_pelamis_ref	1457048	1457048	100.00	0.12	8.96	0.03	0.00	31.81	827877945
BET119_IO_20230425_L1	BET	katsuwonus_pelamis_ref	1141961	1141961	100.00	0.09	7.58	0.01	0.00	32.17	827877945
BET120_IO_20230425_L1	BET	katsuwonus_pelamis_ref	705175	705175	100.00	0.05	4.75	0.00	0.00	32.46	827877945
BET121_IO_20230425_L1	BET	katsuwonus_pelamis_ref	19119	19119	100.00	0.00	0.14	0.00	0.00	32.42	827877945
BET203_HI_20220328_L2	BET	katsuwonus_pelamis_ref	472599	472599	100.00	0.04	3.36	0.00	0.00	33.17	827877945
BET210_HI_20220330_L2	BET	katsuwonus_pelamis_ref	7717	7717	100.00	0.00	0.09	0.00	0.00	33.44	827877945
BET217_HI_20220330_L2	BET	katsuwonus_pelamis_ref	266	266	100.00	0.00	0.00	0.00	0.00	32.33	827877945
BET218_HI_20220330_L2	BET	katsuwonus_pelamis_ref	141149	141149	100.00	0.01	1.15	0.00	0.00	33.21	827877945
BET_HLA_HI_183	BET	katsuwonus_pelamis_ref	65764	65764	100.00	0.01	0.73	0.00	0.00	32.72	827877945
BET_HLA_HI_184	BET	katsuwonus_pelamis_ref	7311	7311	100.00	0.00	0.09	0.00	0.00	32.03	827877945
BET_HLA_HI_190	BET	katsuwonus_pelamis_ref	797484	797484	100.00	0.09	7.04	0.02	0.00	32.75	827877945
BET_HLA_HI_191	BET	katsuwonus_pelamis_ref	10388	10388	100.00	0.00	0.13	0.00	0.00	32.62	827877945
BET_HLA_HI_198	BET	katsuwonus_pelamis_ref	10858	10858	100.00	0.00	0.14	0.00	0.00	32.35	827877945
BET_HLA_HI_199	BET	katsuwonus_pelamis_ref	13593	13593	100.00	0.00	0.16	0.00	0.00	32.30	827877945
BET_HLA_HI_200	BET	katsuwonus_pelamis_ref	7385	7385	100.00	0.00	0.09	0.00	0.00	32.59	827877945
BET_HLA_HI_201	BET	katsuwonus_pelamis_ref	7972	7972	100.00	0.00	0.09	0.00	0.00	32.72	827877945
